Order,Superfamily,Family,Subfamily,Tribe,Subtribe,Genus,Subgenus,specific_epithet,Species,subspecific_epithet,Subspecies,Full Name,Synonyms
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,rubrosignata,Belenois rubrosignata,peeli,Belenois rubrosignata peeli,Belenois rubrosignata peeli,Belenois peeli
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,solilucis,Belenois solilucis,,,Belenois solilucis,"Belenois citronata, Belenois incitronata, Belenois oesypera, Mylothris agylla, Mylothris caere, Pieris sulphurescens, Pieris ochracea, Pieris abti, Pieris glucki, Pieris subornata, Pieris frommi, Phrissura narcissus, Pseudopontia sulphurescens"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,solilucis,Belenois solilucis,loveni,Belenois solilucis loveni,Belenois solilucis loveni,"Pieris appioides, Pieris loveni, Pieris sabulosa, Belenois coronis, Belenois daphne, Belenois eurydice, Belenois procis, Belenois telephassa, Belenois marginepuncta, Pieris hemichrysa"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,subeida,Belenois subeida,,,Belenois subeida,"Belenois demarginata, Belenois instabilis, Pieris subeida"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,subeida,Belenois subeida,frobeniusi,Belenois subeida frobeniusi,Belenois subeida frobeniusi,"Pieris zoraida, Belenois voltaensis, Pieris frobeniusi"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,subeida,Belenois subeida,hailo,Belenois subeida hailo,Belenois subeida hailo,"Pieris hailo, Belenois auristriga, Pieris hiemalis"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,subeida,Belenois subeida,sylvander,Belenois subeida sylvander,Belenois subeida sylvander,"Belenois arens, Belenois achaeus, Belenois circe, Belenois galatea, Belenois ignescens, Belenois sylvander"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,sudanensis,Belenois sudanensis,,,Belenois sudanensis,Pieris sudanensis
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,sudanensis,Belenois sudanensis,katalensis,Belenois sudanensis katalensis,Belenois sudanensis katalensis,Belenois katalensis
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,sudanensis,Belenois sudanensis,mayumbana,Belenois sudanensis mayumbana,Belenois sudanensis mayumbana,Belenois mayumbana
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,sudanensis,Belenois sudanensis,pseudodentigera,Belenois sudanensis pseudodentigera,Belenois sudanensis pseudodentigera,"Belenois bicolor, Belenois unicolor, Belenois pseudodentigera"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,theora,Belenois theora,,,Belenois theora,"Pieris theora, Belenois brevimacula, Pieris sylvarum, Pieris paroreia"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,theora,Belenois theora,lortzingi,Belenois theora lortzingi,Belenois theora lortzingi,"Belenois parvimacula, Belenois lacteola, Pieris laeta, Pieris lortzingi"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,theora,Belenois theora,ratheo,Belenois theora ratheo,Belenois theora ratheo,"Belenois sulfurata, Pieris ratheo, Pieris concolor, Pieris maculata, Pieris obscurata, Pieris weidholzi"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,theuszi,Belenois theuszi,,,Belenois theuszi,"Pieris hypermaculata, Pieris perimagia, Pieris semimaculata, Belenois fontainei, Belenois reducta, Pieris theuszi, Pieris semialba"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,thysa,Belenois thysa,,,Belenois thysa,"Pieris thysa, Belenois blariauxi, Belenois agatha, Belenois arethusa, Belenois calliope, Belenois rosmaria, Pieris obumbrata, Pieris alarmi, Pieris tassamagangae, Belenois balangensis, Pieris macularis, Pieris tricolor, Belenois vansoni, Belenois sabrata"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,thysa,Belenois thysa,meldolae,Belenois thysa meldolae,Belenois thysa meldolae,"Belenois angustimargo, Belenois alegona, Belenois biton, Belenois cleobis, Pieris malaria, Pieris rimala, Belenois meldolae"
