Order,Superfamily,Family,Subfamily,Tribe,Subtribe,Genus,Subgenus,specific_epithet,Species,subspecific_epithet,Subspecies,Full Name,Synonyms
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,paulina,Appias paulina,minato,Appias paulina minato,Appias paulina minato,"Catophaga minorata, Catophaga minato, Appias iwasakii, Appias matsumurai, Appias shima"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,paulina,Appias paulina,nikomedeia,Appias paulina nikomedeia,Appias paulina nikomedeia,Appias nikomedeia
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,paulina,Appias paulina,paula,Appias paulina paula,Appias paulina paula,Tachyris paula
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,paulina,Appias paulina,pietersi,Appias paulina pietersi,Appias paulina pietersi,Appias pietersi
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,paulina,Appias paulina,pione,Appias paulina pione,Appias paulina pione,Appias pione
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,paulina,Appias paulina,plaetoria,Appias paulina plaetoria,Appias paulina plaetoria,Appias plaetoria
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,paulina,Appias paulina,saina,Appias paulina saina,Appias paulina saina,"Appias sosias, Appias saina"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,paulina,Appias paulina,sawela,Appias paulina sawela,Appias paulina sawela,"Appias furia, Tachyris sawela"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,paulina,Appias paulina,sithonia,Appias paulina sithonia,Appias paulina sithonia,Appias sithonia
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,paulina,Appias paulina,tambora,Appias paulina tambora,Appias paulina tambora,Catophaga tambora
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,paulina,Appias paulina,terentilia,Appias paulina terentilia,Appias paulina terentilia,"Appias aegina, Appias flaminia, Appias horatia, Appias iria, Appias marginata, Appias terentilia"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,paulina,Appias paulina,thyre,Appias paulina thyre,Appias paulina thyre,Appias thyre
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,paulina,Appias paulina,zoe,Appias paulina zoe,Appias paulina zoe,"Pieris zoe, Appias limbata, Appias melanides, Appias uranides"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,perlucens,Appias perlucens,,,Appias perlucens,"Appias auriflua, Appias ochraciens, Appias canisia, Phrissura perlucens, Pieris perlucens"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,phaola,Appias phaola,,,Appias phaola,"Pieris rhodanus, Appias ochrea, Pieris phaola"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,phaola,Appias phaola,intermedia,Appias phaola intermedia,Appias phaola intermedia,Appias intermedia
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,phaola,Appias phaola,isokani,Appias phaola isokani,Appias phaola isokani,"Mylothris nagare, Belenois isokani"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,phaola,Appias phaola,uigensis,Appias phaola uigensis,Appias phaola uigensis,Appias uigensis
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,phoebe,Appias phoebe,,,Appias phoebe,Pieris phoebe
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,phoebe,Appias phoebe,mindana,Appias phoebe mindana,Appias phoebe mindana,Appias mindana
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,phoebe,Appias phoebe,montanus,Appias phoebe montanus,Appias phoebe montanus,"Appias montanus, Appias canlaonensis"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,phoebe,Appias phoebe,rowelli,Appias phoebe rowelli,Appias phoebe rowelli,Appias rowelli
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,phoebe,Appias phoebe,zamora,Appias phoebe zamora,Appias phoebe zamora,Pieris zamora
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,placidia,Appias placidia,,,Appias placidia,"Papilio placidia, Tachyris placidiana, Tachyris maculata"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,remedios,Appias remedios,,,Appias remedios,
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,sabina,Appias sabina,,,Appias sabina,"Appias reversa, Appias bicolor, Appias defecta, Pieris sabina, Appias divisapex, Papilio hecyra"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,sabina,Appias sabina,comorensis,Appias sabina comorensis,Appias sabina comorensis,Appias comorensis
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,sabina,Appias sabina,confusa,Appias sabina confusa,Appias sabina confusa,"Mylothris majungana, Pieris hecyra, Pieris hemichlora, Appias euphrosyne, Belenois coniata, Belenois confusa"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,sabina,Appias sabina,udei,Appias sabina udei,Appias sabina udei,"Appias absyrtus, Appias epaphioides, Appias thalia, Appias haendeli, Appias weberi, Appias udei, Appias semiepaphia, Appias dubia, Phrissura phoebe"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,sylvia,Appias sylvia,,,Appias sylvia,"Appias rhodopiana, Appias bachi, Appias dopero, Papilio eudoxia, Appias tenuifasciata"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,sylvia,Appias sylvia,abyssinica,Appias sylvia abyssinica,Appias sylvia abyssinica,Appias abyssinica
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,sylvia,Appias sylvia,nyasana,Appias sylvia nyasana,Appias sylvia nyasana,"Appias masabae, Appias ugandensis, Appias luvuensis, Appias xerophyla, Phrissura nyasana"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,sylvia,Appias sylvia,ribeiroi,Appias sylvia ribeiroi,Appias sylvia ribeiroi,Appias ribeiroi
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,sylvia,Appias sylvia,sudanensis,Appias sylvia sudanensis,Appias sylvia sudanensis,Appias sudanensis
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,sylvia,Appias sylvia,zairiensis,Appias sylvia zairiensis,Appias sylvia zairiensis,Appias zairiensis
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,urania,Appias urania,,,Appias urania,"Tachyris urania, Appias zondervani"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,urania,Appias urania,blissetti,Appias urania blissetti,Appias urania blissetti,Appias blissetti
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,waltraudae,Appias waltraudae,,,Appias waltraudae,
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,wardii,Appias wardii,,,Appias wardii,"Appias arida, Catophaga wardii"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,zarinda,Appias zarinda,,,Appias zarinda,"Pieris zarinda, Pieris fatime"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,zarinda,Appias zarinda,bouruensis,Appias zarinda bouruensis,Appias zarinda bouruensis,Tachyris bouruensis
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,zarinda,Appias zarinda,phestus,Appias zarinda phestus,Appias zarinda phestus,Tachyris phestus
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APPIADINA,Appias,,zarinda,Appias zarinda,sulana,Appias zarinda sulana,Appias zarinda sulana,Tachyris sulana
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Archonias,,brassolis,Archonias brassolis,,,Archonias brassolis,"Heliconia braselis, Papilio brassolis, Papilio bellona, Papilio erycinia, Euterpe terea  , Priamides julius  , Archonias approximata"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Archonias,,brassolis,Archonias brassolis,approximata,Archonias brassolis approximata,Archonias brassolis approximata,"Euterpe approximata, Archonias papilionides"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Archonias,,brassolis,Archonias brassolis,critias,Archonias brassolis critias,Archonias brassolis critias,Euterpe critias
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Archonias,,brassolis,Archonias brassolis,cutila,Archonias brassolis cutila,Archonias brassolis cutila,Archonias cutila
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Archonias,,brassolis,Archonias brassolis,marcias,Archonias brassolis marcias,Archonias brassolis marcias,Archonias marcias
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Archonias,,brassolis,Archonias brassolis,negrina,Archonias brassolis negrina,Archonias brassolis negrina,"Archonias hyrnetho, Archonias phaloreia, Archonias sabrina, Euterpe negrina"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Archonias,,brassolis,Archonias brassolis,nigipennis,Archonias brassolis nigipennis,Archonias brassolis nigipennis,Archonias hades
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Archonias,,brassolis,Archonias brassolis,nigripennis,Archonias brassolis nigripennis,Archonias brassolis nigripennis,"Euterpe nigripennis, Archonias brevia"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Archonias,,brassolis,Archonias brassolis,rosacea,Archonias brassolis rosacea,Archonias brassolis rosacea,"Euterpe rosacea, Archonias regillus"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Archonias,,brassolis,Archonias brassolis,rubrosparsa,Archonias brassolis rubrosparsa,Archonias brassolis rubrosparsa,"Archonias rubrosparsa, Archonias archidona"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Archonias,,brassolis,Archonias brassolis,semialba,Archonias brassolis semialba,Archonias brassolis semialba,Archonias semialba
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Archonias,,brassolis,Archonias brassolis,tereas,Archonias brassolis tereas,Archonias brassolis tereas,"Papilio tereas, Archonias uniplaga, Priamides julus"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,PIERINA,Ascia,,monuste,Ascia monuste,,,Ascia monuste,"Ascia crameri, Cepora heliades, Pontia feronia, Papilio monuste, Ascia nigra, Papilio albusta, Synchloe monuste  , Pontia monuste"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,PIERINA,Ascia,,monuste,Ascia monuste,automate,Ascia monuste automate,Ascia monuste automate,"Pieris marmorata, Pieris automate, Pieris juri, Pieris obscura, Pieris pura"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,PIERINA,Ascia,,monuste,Ascia monuste,eubotea,Ascia monuste eubotea,Ascia monuste eubotea,"Pieris eubotea, Pieris evonima, Pieris joppe, Pieris vallei"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,PIERINA,Ascia,,monuste,Ascia monuste,orseis,Ascia monuste orseis,Ascia monuste orseis,"Pieris orseis, Pieris disjuncta, Mylothris hippomonuste"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,PIERINA,Ascia,,monuste,Ascia monuste,phileta,Ascia monuste phileta,Ascia monuste phileta,"Pieris cleomes, Papilio phileta"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,PIERINA,Ascia,,monuste,Ascia monuste,raza,Ascia monuste raza,Ascia monuste raza,Ascia raza
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,PIERINA,Ascia,,monuste,Ascia monuste,suasa,Ascia monuste suasa,Ascia monuste suasa,"Ascia joannisi, Pieris suasa"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,PIERINA,Ascia,,monuste,Ascia monuste,virginia,Ascia monuste virginia,Ascia monuste virginia,"Pieris virginia, Mylothris hemithea"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,PIERINA,Baltia,,butleri,Baltia butleri,,,Baltia butleri,Synchloe butleri
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,PIERINA,Baltia,,butleri,Baltia butleri,karmapa,Baltia butleri karmapa,Baltia butleri karmapa,Baltia karmapa
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,PIERINA,Baltia,,butleri,Baltia butleri,potanini,Baltia butleri potanini,Baltia butleri potanini,"Baltia toujowensis, Baltia potaninei, Pieris potanini"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,PIERINA,Baltia,,butleri,Baltia butleri,sikkima,Baltia butleri sikkima,Baltia butleri sikkima,Baltia sikkima
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,PIERINA,Baltia,,butleri,Baltia butleri,tatochilina,Baltia butleri tatochilina,Baltia butleri tatochilina,"Baltia tatochilina, Baltia nekrutenkoi"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,PIERINA,Baltia,,shawii,Baltia shawii,,,Baltia shawii,"Baltia melanotica, Mesapia shawii, Baltia anteobscura, Baltia postclara, Baltia postobscura, Pieris shawii"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,PIERINA,Baltia,,shawii,Baltia shawii,baitalensis,Baltia shawii baitalensis,Baltia shawii baitalensis,"Baltia karakuli, Baltia baitalensis"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,PIERINA,Baltia,,shawii,Baltia shawii,wyatti,Baltia shawii wyatti,Baltia shawii wyatti,Baltia wyatti
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,aldabrensis,Belenois aldabrensis,,,Belenois aldabrensis,Teracolus aldabrensis
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,anomala,Belenois anomala,,,Belenois anomala,Synchloe anomala
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,antsianaka,Belenois antsianaka,,,Belenois antsianaka,"Pieris ramona, Pieris aurantia, Pieris antsianaka, Belenois drurii, Belenois persimilis, Nepheronia lasti"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,aurota,Belenois aurota,,,Belenois aurota,"Pieris pusillima, Papilio aurota, Pieris lordaca, Belenois auriginea, Pieris turanica, Pieris punctifera, Pieris iris, Papilio mesentina, Papilio augusta, Pinacopteryx syrinx, Anaphaeis aurota"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,aurota,Belenois aurota,taprobana,Belenois aurota taprobana,Belenois aurota taprobana,Pieris taprobana
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,calypso,Belenois calypso,,,Belenois calypso,"Papilio fulvoacuminatus, Papilio nigronotatus, Papilio nigropictus, Belenois cretacea, Belenois houzeaui, Papilio calypso, Belenois lypsoca"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,calypso,Belenois calypso,dentigera,Belenois calypso dentigera,Belenois calypso dentigera,"Anapheis tshangerensis, Pieris schweinfurthi, Pieris costimacula, Belenois aurea, Belenois dentigera, Pieris pulchricolor"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,calypso,Belenois calypso,marlieri,Belenois calypso marlieri,Belenois calypso marlieri,Belenois marlieri
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,calypso,Belenois calypso,minor,Belenois calypso minor,Belenois calypso minor,"Belenois butyrosa, Belenois minor, Belenois alcestis, Belenois alcimede, Belenois alcippe, Belenois helena, Belenois nausicaa"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,crawshayi,Belenois crawshayi,,,Belenois crawshayi,"Belenois flavistriga, Belenois sagittata, Anapheis deficiens, Anapheis immaculata, Anapheis juncta, Anapheis obscura, Pieris continentalis, Pieris pygmaeana, Belenois lata"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,creona,Belenois creona,,,Belenois creona,"Colias ernestius, Pieris sigirrensis, Anapheis houzeaui, Pieris caeca, Papilio creona, Anaphaeis creona  , Glycestha creona"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,creona,Belenois creona,benadirensis,Belenois creona benadirensis,Belenois creona benadirensis,Glycestha benadirensis
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,creona,Belenois creona,boguensis,Belenois creona boguensis,Belenois creona boguensis,"Pieris mixta, Pieris boguensis"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,creona,Belenois creona,elisa,Belenois creona elisa,Belenois creona elisa,"Belenois johannae, Pieris elisa"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,creona,Belenois creona,leucogyne,Belenois creona leucogyne,Belenois creona leucogyne,Belenois leucogyne
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,creona,Belenois creona,prorsus,Belenois creona prorsus,Belenois creona prorsus,"Anapheis prorsus, Belenois antonii"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,creona,Belenois creona,severina,Belenois creona severina,Belenois creona severina,"Anapheis demaneti, Anapheis evrardi, Anapheis gnoma, Anaphaeis creonoides, Anaphaeis creontica, Anaphaeis jocasta, Anaphaeis megara, Anaphaeis mombasica, Anaphaeis nigerrima, Pieris msamwiana, Belenois infida, Pieris agrippina, Pieris acutapex, Pieris burgeoni, Pieris obscurissima, Pieris subalba, Papilio severina, Pieris guarani"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,diminuta,Belenois diminuta,,,Belenois diminuta,"Belenois tanganyikae, Belenois flavilla, Belenois tanganjikae"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,gidica,Belenois gidica,,,Belenois gidica,"Anapheis albata, Anapheis arida, Pieris gidica, Pieris tschadica, Pieris masculina, Belenois occidentis"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,gidica,Belenois gidica,abyssinica,Belenois gidica abyssinica,Belenois gidica abyssinica,"Anapheis masformis, Anapheis nigrescens, Anapheis nigrifusa, Anapheis subochracea, Glycestha androides, Pieris simplex, Anaphaeis centralis, Pieris allica, Pieris pallida, Pinacopteryx doubledayi, Pinacopteryx westwoodi, Pieris crassilinea, Pieris texturata, Pieris abyssinica"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,gidica,Belenois gidica,hypoxantha,Belenois gidica hypoxantha,Belenois gidica hypoxantha,Pieris hypoxantha
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,grandidieri,Belenois grandidieri,,,Belenois grandidieri,"Pieris grandidieri, Pieris voeltzkowi"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,hedyle,Belenois hedyle,,,Belenois hedyle,"Papilio sordideflavicans, Papilio hedyle, Papilio sordidiflavicans"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,hedyle,Belenois hedyle,ianthe,Belenois hedyle ianthe,Belenois hedyle ianthe,"Belenois albicans, Belenois albunea, Belenois arenosa, Belenois asseris, Belenois popularis, Pieris ianthe"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,hedyle,Belenois hedyle,rhena,Belenois hedyle rhena,Belenois hedyle rhena,"Pieris rhena, Belenois fumosa"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,helcida,Belenois helcida,,,Belenois helcida,"Belenois albipennis, Pieris helcida"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,java,Belenois java,,,Belenois java,"Belenois magniplaga, Papilio java, Anaphaeis melanoptera, Papilio coronea"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,java,Belenois java,anita,Belenois java anita,Belenois java anita,Belenois anita
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,java,Belenois java,clarissa,Belenois java clarissa,Belenois java clarissa,"Belenois clarissa, Pieris micronesia, Pieris vitiensis"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,java,Belenois java,ina,Belenois java ina,Belenois java ina,Anaphaeis ina
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,java,Belenois java,peristhene,Belenois java peristhene,Belenois java peristhene,"Anaphaeis nigrita, Pieris peristhene"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,java,Belenois java,picata,Belenois java picata,Belenois java picata,Belenois picata
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,java,Belenois java,savuana,Belenois java savuana,Belenois java savuana,Pieris savuana
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,java,Belenois java,schmeltzi,Belenois java schmeltzi,Belenois java schmeltzi,Belenois schmeltzi
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,java,Belenois java,teutonia,Belenois java teutonia,Belenois java teutonia,"Papilio clytie, Papilio deiopea, Pieris niseia, Papilio teutonia"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,larima,Belenois larima,,,Belenois larima,"Pieris larima, Dixeia larima"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,mabella,Belenois mabella,,,Belenois mabella,Belenois mahobo
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,margaritacea,Belenois margaritacea,,,Belenois margaritacea,Pieris somereni
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,margaritacea,Belenois margaritacea,intermedia,Belenois margaritacea intermedia,Belenois margaritacea intermedia,Belenois intermedia
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,margaritacea,Belenois margaritacea,kenyensis,Belenois margaritacea kenyensis,Belenois margaritacea kenyensis,Pieris kenyensis
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,margaritacea,Belenois margaritacea,plutonica,Belenois margaritacea plutonica,Belenois margaritacea plutonica,Pieris plutonica
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,ogygia,Belenois ogygia,,,Belenois ogygia,Pieris ogygia
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,ogygia,Belenois ogygia,bongeya,Belenois ogygia bongeya,Belenois ogygia bongeya,Belenois bongeya
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,raffrayi,Belenois raffrayi,,,Belenois raffrayi,Pieris raffrayi
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,raffrayi,Belenois raffrayi,extendens,Belenois raffrayi extendens,Belenois raffrayi extendens,"Anapheis intermedia, Anapheis extrema, Pieris extendens"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,raffrayi,Belenois raffrayi,similis,Belenois raffrayi similis,Belenois raffrayi similis,Belenois similis
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,rubrosignata,Belenois rubrosignata,,,Belenois rubrosignata,"Belenois albinescens, Belenois aurantia, Belenois caesia, Pieris rubrosignata, Belenois picta, Pieris overlaeti"
LEPIDOPTERA,PAPILIONOIDEA,PIERIDAE,PIERINAE,PIERINI,APORIINA,Belenois,,rubrosignata,Belenois rubrosignata,kongwana,Belenois rubrosignata kongwana,Belenois rubrosignata kongwana,Belenois kongwana
